0.941867,-0.390584,0.155897
5.25534,-2.09139,0.626356
3.93007,-2.18317,0.274048
14.8417,-3.7399,0.933653
14.7408,-3.46842,0.927334
14.7421,-3.40751,0.927426
14.7392,-3.52937,0.927227
14.8948,-3.62873,0.93701
14.8441,-3.67839,0.933816
17.6494,-10.0685,0.983583
17.815,-9.07584,0.993906
14.8805,-3.49979,0.831871
17.4907,-10.0695,0.974637
17.4718,-8.3027,0.975234
16.3004,-4.58693,0.911151
17.6151,-9.32629,0.982432
16.5284,-4.51094,0.923921
16.5834,-3.42094,0.927112
17.8272,-9.80111,0.993899
17.591,-9.94363,0.980435
15.0521,-3.47766,0.841471
15.2063,-3.63965,0.850078
17.7682,-9.14025,0.991213
17.5813,-9.75626,0.980093
16.3303,-4.52603,0.912834
17.7321,-9.21019,0.989124
16.4112,-3.45284,0.917479
17.5864,-9.84985,0.980279
17.4704,-8.21787,0.975217
16.7552,-4.08021,0.93666
17.7732,-9.32055,0.991331
16.739,-4.14616,0.93575
16.3487,-3.50697,0.913982
18.2319,-9.72027,0.889416
16.4424,-4.51666,0.804013
18.2553,-9.83547,0.890464
17.7189,-9.64673,0.864213
19.6444,-3.92563,0.960726
17.4922,-9.72261,0.852971
19.6411,-4.00542,0.960558
17.5586,-9.96154,0.856013
20.1307,-3.77619,0.984523
17.5693,-9.86628,0.856633
17.6119,-9.29102,0.859253
18.6016,-9.60609,0.907706
16.859,-4.2056,0.824437
16.7338,-4.03472,0.81833
16.7299,-4.10353,0.818134
16.4356,-3.4867,0.803784
19.7699,-3.86984,0.966866
17.459,-8.25573,0.852492
17.5062,-8.18455,0.854854
16.4491,-3.42198,0.804451
18.4157,-9.61232,0.898551
19.8707,-3.80843,0.9718
17.5673,-9.66402,0.856726
16.4125,-4.578,0.802542
16.3824,-4.63918,0.801059
23.8341,12.7023,0.996361
19.6537,-3.84585,0.823693
2.29457,-1.38205,0.0957844
18.3332,-9.56571,0.766548
16.7512,-4.0376,0.702004
21.0203,-12.5359,0.877594
6.31984,-1.21087,0.264868
16.3538,-3.53551,0.685376
21.1823,-12.5073,0.884479
19.9163,-4.06023,0.834694
16.711,-4.09754,0.700312
17.4856,-9.61544,0.730739
17.4506,-9.4971,0.729357
17.5359,-9.44436,0.732997
16.4717,-4.52321,0.69023
19.9811,-3.99161,0.837412
17.4871,-9.71608,0.730721
18.1919,-9.59339,0.760568
16.3688,-3.40416,0.686015
16.453,-3.48926,0.689539
17.4308,-8.23942,0.729354
16.6342,-4.14817,0.697088
17.4892,-8.17368,0.731849
17.599,-9.37932,0.735709
16.4177,-4.57793,0.68796
20.1122,-3.9345,0.702299
17.4558,-8.34222,0.608499
22.7255,-13.6834,0.790373
18.4822,-9.64042,0.643848
17.5847,-9.46767,0.612404
22.9674,-13.6926,0.798897
17.5999,-9.6752,0.6128
16.4452,-3.48665,0.574238
16.4558,-3.55659,0.574604
17.413,-8.22849,0.607052
16.7072,-4.02586,0.583358
22.6976,-13.8021,0.789287
17.4994,-9.52059,0.609367
18.0644,-9.52316,0.629234
22.6477,-13.9077,0.787436
16.675,-4.15719,0.582224
27.3092,12.4695,0.952245
17.4601,-8.15757,0.608736
16.5392,-3.64278,0.577514
17.6259,-9.3907,0.613901
16.6913,-4.09156,0.582796
16.5002,-4.52976,0.576081
16.4341,-4.58123,0.573768
16.404,-4.64245,0.572708
22.6281,-13.7562,0.629385
17.6189,-9.38453,0.490841
16.4918,-4.52641,0.460559
33.2904,15.9057,0.928235
16.4453,-3.62127,0.459319
22.8225,-13.6026,0.634973
35.022,18.6541,0.975672
35.3276,18.4224,0.984376
16.5954,-3.5177,0.463517
34.5973,17.6587,0.964206
16.4431,-3.68865,0.459255
17.4033,-8.31509,0.485257
32.9181,16.4406,0.917566
