22.0524,12.7474,2.70088
23.4503,12.9428,2.87333
24.6285,12.8393,3.01905
27.7818,12.5772,3.4082
33.4575,13.8869,4.10572
34.4131,12.8659,4.22401
42.953,14.3358,5.2731
39.6187,-2.46149,4.8646
19.2749,-2.19789,2.36672
18.6979,-3.11396,2.29591
14.7731,-3.18823,1.81397
14.7032,-3.91264,1.80531
15.4448,-4.83944,1.89619
15.4674,-5.59728,1.89864
20.4782,-8.34165,2.51309
43.3942,-19.5072,5.32364
19.8112,-9.67153,2.42951
17.6428,-9.3163,2.16251
19.2516,-11.2644,2.35754
20.0229,-12.0374,2.45126
19.231,-11.1504,2.35526
19.1739,-10.6156,2.34929
17.7341,-9.2749,2.17386
20.0836,-9.70622,2.46306
20.4453,-9.09371,2.50835
20.5451,-8.27422,2.52139
16.6226,-5.94096,2.04048
15.3312,-4.8706,1.88222
14.3711,-3.3406,1.76459
18.8408,-3.52253,2.31345
19.8337,-2.82054,2.43535
39.5982,-3.56447,4.86213
42.9942,13.5965,5.27845
33.2303,12.1246,4.079
33.1441,13.6032,4.06739
27.6872,12.6667,3.39645
25.5247,12.5444,3.13007
24.6,12.9486,3.01535
23.2832,13.0923,2.85239
22.0116,13.672,2.69362
21.4691,12.984,2.62812
22.2062,12.9539,2.71946
23.3886,13.0298,2.86554
24.7227,12.7641,3.03079
24.9733,12.0287,3.06278
28.012,12.5479,3.43659
33.1166,13.4389,4.06413
42.8463,13.7366,5.26022
38.8788,-2.57014,4.77377
19.2908,-2.27713,2.36868
16.1063,-2.74796,1.97769
14.7363,-3.24143,1.80945
14.5201,-3.92558,1.78282
15.6309,-5.03406,1.91899
15.4571,-5.66287,1.89733
20.3995,-8.40396,2.50336
20.2492,-9.1993,2.48409
19.8289,-9.77761,2.43155
17.6062,-9.38634,2.15787
17.8244,-10.0537,2.18358
20.1273,-11.884,2.46454
17.3897,-9.99095,2.12994
21.4149,-11.7458,2.62409
17.8474,-9.24434,2.1879
20.1438,-9.63709,2.47057
20.3557,-8.95746,2.49746
16.4117,-5.79237,2.01463
15.7243,-4.85872,1.93053
14.7611,-3.12452,1.8125
38.8234,-2.25776,4.76695
35.5962,11.724,4.37001
33.2716,12.5895,4.0838
32.7621,13.7506,4.02024
27.4121,12.6724,3.36255
25.3814,12.7245,3.11213
24.673,13.2377,3.02386
21.7517,12.9207,2.66326
22.1668,12.6967,2.71514
24.5578,13.4274,3.00927
25.9665,13.2763,3.18348
27.1494,12.9447,3.32984
28.2684,12.3949,3.46833
33.1573,13.3027,4.06925
33.5111,11.9271,4.11363
38.5345,-2.70071,4.7315
19.2449,-2.34903,2.36304
16.0344,-2.80109,1.96885
14.2636,-3.19674,1.75141
14.8594,-4.14389,1.82446
15.7408,-5.13837,1.93246
15.4116,-5.71553,1.89171
20.3779,-8.48964,2.50064
20.2131,-9.27964,2.47955
19.8571,-9.88952,2.43488
21.5828,-11.6164,2.64506
20.5915,-11.7222,2.52234
20.0913,-11.9704,2.45988
18.2403,-9.26531,2.23635
20.1028,-9.51981,2.46567
16.3639,-5.70272,2.0088
15.2685,-4.6517,1.87459
14.1807,-3.65358,1.74118
18.8412,-3.91026,2.3135
16.762,-2.65527,2.05819
16.4556,-1.74447,2.02053
41.2337,-2.2341,5.0629
42.6733,14.4306,5.23869
33.6509,12.8857,4.13026
32.0682,13.609,3.93496
27.5198,12.8547,3.3756
24.8772,12.5953,3.05012
24.621,13.3356,3.01726
24.7795,13.1686,3.03713
25.3531,12.5849,3.10885
28.1063,12.4567,3.44829
33.2667,13.1939,4.08279
34.9973,12.3001,4.29615
36.3849,-4.58747,4.46764
18.8799,-3.37529,2.31825
14.2389,-3.25049,1.74837
14.9148,-4.22305,1.83124
15.8973,-5.25922,1.95165
15.2201,-6.41168,1.86763
20.1654,-9.35462,2.47358
18.4428,-9.27646,2.26131
21.5699,-11.7199,2.64328
20.3111,-8.74645,2.49218
16.3391,-5.62161,2.00579
14.9895,-4.50191,1.84035
14.5075,-3.67656,1.78131
16.0247,-3.25957,1.96766
19.3826,-2.99176,2.37997
16.4869,-1.68179,2.02438
59.4202,-2.98349,7.29592
32.0832,13.7656,3.93666
27.4132,12.9374,3.36236
32.348,14.0312,3.969
33.3181,13.0618,4.0892
19.8221,-1.54712,2.43389
19.2505,-2.50463,2.36374
19.4033,-3.54823,2.38252
14.2373,-3.36897,1.74815
16.2573,-4.67283,1.99606
15.7943,-5.29463,1.93897
15.1949,-6.47205,1.86448
17.5206,-8.21221,2.14906
17.9277,-9.19602,2.19788
15.8397,-4.68893,1.94475
14.4014,-3.58903,1.76829
18.6279,-3.71233,2.28731
19.4677,-2.926,2.39042
37.2369,-3.64949,4.5722
59.8896,-2.76931,7.35356
33.2409,12.2778,4.08021
35.6417,11.5827,4.37566
60.3096,-1.83185,7.4051
19.853,-1.62867,2.43768
19.2529,-2.58253,2.36403
18.766,-3.58552,2.30426
14.5013,-3.49217,1.78057
16.0008,-4.66777,1.96455
16.4314,-5.58069,2.01716
19.1657,-3.74063,2.35334
19.5158,-2.85423,2.39632
37.4236,-3.51821,4.59513
60.2029,-2.0673,7.392
19.7477,-1.69879,2.42475
